SAFRA,LOCAL,DATA,CONDICAO,TRATAMENTO,DISTANCIA,REPETICAO,APIS,NÇO_APIS,TOTAL ABELHAS
22-23,CAPAO ,NA,SOL,CONTROL+BEE,200,A,1,0,1
22-23,CAPAO ,NA,SOL,CONTROL+BEE,200,B,0,0,0
22-23,CAPAO ,NA,SOL,CONTROL+BEE,200,C,1,0,1
22-23,CAPAO ,NA,SOL,CONTROL+BEE,200,D,0,0,0
22-23,CAPAO ,NA,SOL,CONTROL+BEE,200,E,1,0,1
22-23,CAPAO ,NA,SOL,CONTROL+BEE,200,F,1,0,1
22-23,CAPAO ,NA,SOL,CONTROL,25,A,0,0,0
22-23,CAPAO ,NA,SOL,CONTROL,25,B,0,0,0
22-23,CAPAO ,NA,SOL,CONTROL,25,C,0,0,0
22-23,CAPAO ,NA,SOL,CONTROL,25,D,0,0,0
22-23,CAPAO ,NA,SOL,CONTROL,25,E,0,0,0
22-23,CAPAO ,NA,SOL,CONTROL,25,F,0,0,0
22-23,CAPAO ,NA,SOL,CONTROL,50,A,0,0,0
22-23,CAPAO ,NA,SOL,CONTROL,50,B,0,0,0
22-23,CAPAO ,NA,SOL,CONTROL,50,C,0,0,0
22-23,CAPAO ,NA,SOL,CONTROL,50,D,0,0,0
22-23,CAPAO ,NA,SOL,CONTROL,50,E,1,0,1
22-23,CAPAO ,NA,SOL,CONTROL,50,F,0,0,0
22-23,CAPAO ,NA,SOL,CONTROL,100,A,1,0,1
22-23,CAPAO ,NA,SOL,CONTROL,100,B,0,0,0
22-23,CAPAO ,NA,SOL,CONTROL,100,C,0,0,0
22-23,CAPAO ,NA,SOL,CONTROL,100,D,0,0,0
22-23,CAPAO ,NA,SOL,CONTROL,100,E,0,0,0
22-23,CAPAO ,NA,SOL,CONTROL,100,F,1,0,1
22-23,CAPAO ,NA,SOL,CONTROL,200,A,0,0,0
22-23,CAPAO ,NA,SOL,CONTROL,200,B,0,0,0
22-23,CAPAO ,NA,SOL,CONTROL,200,C,0,0,0
22-23,CAPAO ,NA,SOL,CONTROL,200,D,0,0,0
22-23,CAPAO ,NA,SOL,CONTROL,200,E,0,0,0
22-23,CAPAO ,NA,SOL,CONTROL,200,F,0,0,0
